Incident_Address,fines,missed_count,total_requests
"2014 Lebanon Pike, Nashville, TN 37210, United States",0,1,1
"2014 Salem Mason Dr, Nashville, TN 37208, United States",0,1,1
"2014 Sweetbriar Ave, Nashville, TN 37212, United States",0,1,1
"2014 White Ave, Nashville, TN 37204, United States",0,1,1
2014 straightway ave,0,1,1
"2015 24TH AVE N, 37208",0,1,1
"2015 24th Ave N, Nashville, TN 37208, United States",0,1,1
2015 24th ave n,0,1,1
"2015 25th Ave S, Nashville, TN 37212, United States",0,1,1
2015 Beech Ave B,0,1,1
2015 Beech Ave C,0,1,1
"2015 Sultana Ave, Nashville, TN 37207, United States",0,1,1
2016 8th Ave S,400,3,3
"2016 8th Ave S, Nashville, TN 37204, United States",0,1,1
2016 Franklin Ave,0,1,1
"2016 Lombardia Ln, Nashville, TN 37115, United States",200,2,2
"2017 Galbraith Dr, Nashville, TN 37215, United States",0,1,1
"2017 Greenwood Ave, Nashville, TN 37206, United States",0,1,1
2017 galbraith dr a,0,1,1
2018 Fransworth Dr,0,1,1
2018 Lebanon Pike,0,1,1
"2018 Scott Ave, Nashville, TN 37206, United States",0,1,1
2018 fransworth dr,400,3,3
2019 Beech Ave B,600,4,4
2019 sweetbriar ave,0,1,1
"202 45th Ave N, Nashville, TN 37209, United States",0,1,1
"202 BELLMORE AVE, 37209",0,1,1
"202 Becklea Dr, Nashville, TN 37115, United States",0,1,1
"202 Blanchard Pl, Nashville, TN 37214, United States",0,1,1
"202 Cliffdale Rd, Nashville, TN 37214, United States",0,1,1
"202 LA VISTA DR, 37215",0,1,1
"202 La Vista Dr, Nashville, Tennessee, 37215",200,2,2
"202 Nesbitt Ln, Nashville, TN 37115, United States",200,2,2
"202 Port Dr, Nashville, TN 37115, United States",0,1,1
"202 SPENCE LN, 105, 37210",0,1,1
202 page rd,0,1,1
202 spence ln,0,1,1
"2020 Galbraith Dr, Nashville, TN 37215, United States",0,1,1
"2020 Owen St, Nashville, TN 37208, United States",0,1,1
"2020 S Lyle Ln, Nashville, TN 37210, United States",1600,9,20
2021 25th Ave N,0,1,1
"2021 FRANSWORTH DR, 37205",0,1,1
"2021 Scott Ave, Nashville, Tennessee, 37206",0,1,1
2021 avalon dr,0,1,1
"2023 14th Ave N, Nashville, TN 37208, United States",0,1,1
2023 GALBRAITH DR,0,1,1
"2024 Chadwell Overlook Dr, Nashville, TN 37115, United States",0,1,1
"2025 Beech Ave, Nashville, TN 37204, United States",0,1,1
"2025 Chadwell Overlook Dr, Nashville, TN 37115, United States",400,3,3
2025 Leatherbury,0,1,1
2025 Leatherbury Ct,0,1,4
"2025 Williams Valley Dr, Nashville, TN 37115, United States",400,3,3
2026 Galbraith Dr,0,1,1
"2026 Galbraith Dr, Nashville, TN 37215, United States",0,1,1
"2028 LEATHERBURY CT, 37013",200,2,2
"2028 Leatherbury Ct, Nashville, TN 37013, United States",400,3,3
"2028 Lombardia Ln, Nashville, TN 37115, United States",0,1,1
"2028 Williams Valley Dr, Nashville, TN 37115, United States",0,1,4
2028 leatherbury ct,0,1,1
"2029 Castleman Dr, Nashville, TN 37215, United States",0,1,1
"203 Belclaire Pl, Nashville, TN 37205, United States",0,1,1
"203 Berry St, Nashville, TN 37207, United States",0,1,1
"203 Cleveland St, Nashville, TN 37207, United States",200,2,2
"203 Donna Dr, Nashville, TN 37115, United States",0,1,1
"203 Gatewood Ave, Nashville, TN 37207, United States",0,1,1
"203 Mcmillin St, Nashville, TN 37203, United States",400,3,3
"203 Nashboro Greens Ct, Nashville, TN 37217, United States",400,3,3
"203 Noonan Ct, Nashville, TN 37206, United States",0,1,1
"203 Spartan Dr, Nashville, TN 37211, United States",0,1,1
203 Townes Dr,0,1,1
"203 Townes Dr, Nashville, TN 37211, United States",200,2,2
"203 Walker Terrace, Nashville, TN 37115, United States",0,1,1
"2032 Franklin Limestone Ct, Nashville, TN 37217, United States",0,1,1
"2034 Franklin Limestone Ct, Nashville, TN 37217, United States",0,1,1
"2034 Overhill Dr, Nashville, TN 37215, United States",200,2,2
"2035 Castleman Dr, Nashville, TN 37215, United States",0,1,1
"2035 Clintondale Dr, Nashville, TN 37218, United States",200,2,2
"2036 Cooper Ln, Nashville, TN 37216, United States",0,1,1
"2037 Jefferson St, Nashville, TN 37208, United States",0,1,1
"2037 MCKINLEY ST, 37207",200,2,2
"2037 OVERHILL DR, 37215",0,1,1
2038 Elliott Ave,200,2,2
"204 23rd Ave N, Nashville, TN 37203, United States",0,1,1
"204 6th Ave N, Nashville, TN 37243, United States",0,1,1
"204 Ben Allen Rd, Nashville, Tennessee, 37207",0,1,1
"204 Burns Ave, Nashville, TN 37203, United States",200,2,2
"204 Cates Pl, Nashville, TN 37217, United States",0,1,1
204 Channelkirk Ln,0,1,1
"204 Channelkirk Ln, Nashville, TN 37215, United States",0,1,1
"204 Clearbrook Ct, Nashville, TN 37205, United States",200,2,1
"204 Douglas Ave, Nashville, TN 37207, United States",0,1,1
"204 FLINT RIDGE CT, 37189",0,1,1
"204 Heady Dr, Nashville, TN 37205, United States",800,5,1
"204 Holiday Dr, Nashville, TN 37115, United States",200,2,2
"204 Lincoln Park, Nashville, TN 37115, United States",0,1,1
"204 Manatee Ct, Nashville, TN 37013, United States",0,1,1
"204 Morganmeade Ct, Nashville, TN 37216, United States",200,2,2
"204 Nashboro Greens Ct, Nashville, TN 37217, United States",0,1,1
"204 Radnor St, Nashville, TN 37211, USA",0,1,1
"204 Theodore Rd, Nashville, TN 37214, United States",0,1,1
"204 ZENYATTA DR, 37013",200,2,2
204 brenda cir,0,1,1
204 hopewood ct,0,1,1
204 new towne ct,0,1,1
204 stokesboro ct,0,1,1
"2040 Thistlewood Ave, Nashville, TN 37216, United States",0,1,1
"2041 OVERHILL DR, 37215",0,1,1
"2041 Overhill Dr, Nashville, TN 37215, United States",0,1,1
"2041 Overhill Dr, Nashville, Tennessee, 37215",0,1,1
"2043 Jefferson St, Nashville, Tennessee, 37208",0,1,1
2043 jefferson st,0,1,1
"205 Berry St, Nashville, TN 37207, United States",200,2,2
"205 Blanchard Pl, Nashville, TN 37214, United States",0,1,1
"205 Cates Pl, Nashville, TN 37217, United States",0,1,1
205 Channelkirk Ln,800,5,5
205 Clearbrook ct,200,2,2
205 DEDHAM DR,0,1,1
"205 Delvin Dr, Nashville, TN 37013, United States",0,1,1
"205 Garner Ave, Nashville, TN 37115, United States",0,1,1
"205 Gatewood Ave, Nashville, TN 37207, United States",0,1,1
"205 Glenrose Ct, Nashville, TN 37210, United States",0,1,1
"205 Green Branch Ct, Nashville, TN 37207, United States",0,1,1
"205 Greenbranch Ct, Nashville, Tennessee, 37207",0,1,1
"205 Haynes Park Dr, Nashville, TN 37218, United States",0,1,1
"205 Holiday Dr, Nashville, TN 37115, United States",0,1,1
"205 Lincoln Park, Nashville, TN 37115, United States",0,1,1
"205 Marlin Ct, Madison, TN 37115, USA",0,1,1
"205 McGavock Pike, Nashville, Tennessee, 37214",0,1,1
"205 Myatt Dr, Nashville, TN 37115, United States",200,2,6
"205 N 9TH ST, 37206",200,2,2
"205 Nashboro Greens Ct, Nashville, TN 37217, United States",0,1,1
"205 Nunley Dr, Nashville, TN 37211, United States",0,1,1
"205 Panamint Dr, Nashville, TN 37013, United States",0,1,1
"205 Rader Ct, Nashville, TN 37013, United States",0,1,1
"205 Riverpoint Ct, Nashville, TN 37214, United States",0,1,1
205 Shoemaker Ct,0,1,1
"205 Shoemaker Ct, Nashville, TN 37013, United States",400,3,3
"205 White Oak Ct, Nashville, TN 37216, United States",0,1,1
205 haynes park dr,200,2,2
205 n 9th st,0,1,1
205 olive branch rd,0,1,1
"2053 Williams Valley Dr, Nashville, TN 37115, United States",0,1,1
"2054 Oakwood Ave, Nashville, TN 37207, United States",0,1,1
"206 LA VISTA DR, 37215",0,1,1
"206 Leeshan Ct, Nashville, TN 37013, United States",0,1,1
"206 Miles Ct, Nashville, TN 37205, United States",0,1,1
"206 Nashboro Greens Ct, Nashville, TN 37217, United States",0,1,1
206 Northcrest Commons Cir,0,1,1
206 Page Rd,0,1,1
"206 Port Dr, Nashville, TN 37115, United States",0,1,1
"206 Radnor St, Nashville, TN 37211, USA",0,1,1
"206 Radnor St, Nashville, TN 37211, United States",0,1,1
206 Scott Ave,0,1,1
"206 W Due West Ave, Nashville, TN 37115, United States",0,1,1
"206 WALKER ST, 37115",0,1,1
"206 Wilsonia Ave, Nashville, TN 37205, United States",0,1,1
206 myrtle st,0,1,1
2060 15th ave s,0,1,1
207 24TH AVE N,0,1,1
207 24th Ave N,400,3,3
"207 Bellmore Ave, Nashville, TN 37209, United States",0,1,1
"207 Eldon Ct, Nashville, TN 37214, United States",0,1,1
207 Greenbranch Ct,400,3,3
"207 Leeshan Ct, Nashville, TN 37013, United States",0,1,1
"207 Lutie St, Nashville, TN 37210, United States",0,1,1
"207 MORTON AVE, 37211",0,1,1
"207 Nashboro Greens Ct, Nashville, TN 37217, United States",0,1,1
"207 Prince Ave, Nashville, TN 37207, United States",0,1,1
"207 Sentinel Dr, Nashville, TN 37209, United States",0,1,1
207 la vista dr,200,2,6
207 page rd,0,1,1
"2070 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
"208 Apollo Cir, Nashville, TN 37013, United States",200,2,2
"208 Ash Grove Dr, Nashville, TN 37211, United States",200,2,2
"208 Benedict Ct, Nashville, TN 37214, United States",0,1,1
"208 Clearbrook Ct, Nashville, TN 37205, United States",0,1,1
"208 Donelson Pike, Nashville, TN 37214, United States",600,4,4
"208 E Marthona Rd, Nashville, TN 37115, United States",0,1,1
"208 Flint Ridge Ct, Nashville, TN 37189, United States",1600,9,9
"208 Flint Ridge Ct, Whites Creek, Tennessee, 37189",0,1,1
"208 Highland Villa Cir, Nashville, TN 37211, United States",0,1,1
"208 Hopewood Ct, Nashville, TN 37211, United States",0,1,1
"208 Lincoln Park, Nashville, TN 37115, United States",200,2,1
"208 Longwood Ct, Nashville, TN 37215, United States",0,1,1
"208 MCGAVOCK PIKE, 37214",0,1,1
"208 Mckennell Dr, Nashville, TN 37206, United States",0,1,1
208 New Towne Ct,0,1,1
"208 Overcrest Ct, Nashville, TN 37211, United States",0,1,1
"208 Page Rd, Nashville, TN 37205, United States",0,1,1
"208 QUEENS LANE CT, 37218",0,1,1
"208 Randy Rd, Nashville, TN 37115, United States",0,1,1
"208 Raymond St, Nashville, TN 37211, United States",0,1,1
"208 Riverpoint Ct, Nashville, TN 37214, United States",0,1,1
208 Scott Ave,200,2,2
"208 Valley Bend Dr, Nashville, TN 37214, United States",200,2,2
"208 Walker Terrace, Nashville, TN 37115, United States",0,1,1
208 antioch pike,600,4,4
208 donelson pike,200,2,2
208 tusculum rd,0,1,1
"209 Archwood Dr, Nashville, TN 37115, United States",0,1,1
"209 Blanchard Pl, Nashville, TN 37214, United States",0,1,1
209 CHAMBERLIN ST,0,1,1
"209 Cedarcreek Dr, Nashville, TN 37211, United States",0,1,1
"209 Craigmeade Dr, Nashville, TN 37214, United States",200,2,2
209 Daffodil Ct,0,1,1
"209 Diane Dr, Nashville, TN 37115, United States",200,2,2
"209 Foxboro Dr, Madison, Tennessee, 37115",0,1,1
"209 Foxboro Dr, Nashville, TN 37115, United States",0,1,1
"209 Foxwood Ln, Nashville, TN 37210, United States",0,1,1
"209 LA VISTA DR, 37215",0,1,1
"209 Leonard Ave, Nashville, TN 37205, United States",0,1,1
"209 Linda Ln, Nashville, TN 37115, United States",0,1,1
"209 Longhunter Cir, Nashville, TN 37217, United States",400,3,3
"209 Marlin Ct, Madison, TN 37115, USA",0,1,1
"209 Nix Dr, Nashville, TN 37115, United States",200,2,2
"209 Page Rd, Nashville, TN 37205, United States",2000,11,10
"209 Payson Ct, Nashville, TN 37211, United States",200,2,2
"209 Stirton Rd, Nashville, TN 37210, United States",0,1,1
"209 Treutland Ave, Nashville, TN 37207, United States",0,1,1
209 errol ln,0,1,1
209 fall st,0,1,1
209 ocala dr,0,1,1
209 tenonwood ct,200,2,2
"2094 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
"21 Fairway Dr, Nashville, TN 37214, United States",0,1,1
"21 Foxhall Cl, Nashville, TN 37215, United States",0,1,1
21 Music Sq W 200,0,1,1
"210 ANNE DALLAS DUDLEY BLVD, 37219",0,1,1
"210 Ash Grove Dr, Nashville, TN 37211, United States",200,2,2
"210 Becklea Dr, Nashville, TN 37115, United States",0,1,1
"210 CHERRY ST, 37115",0,1,1
"210 Cherry St, Nashville, TN 37115, United States",0,1,1
"210 Cleveland St, Nashville, TN 37207, United States",0,1,1
"210 Donna Dr, Nashville, TN 37115, United States",0,1,1
"210 Fall St, Nashville, TN 37206, United States",0,1,1
"210 LA VISTA DR, 37215",0,1,1
"210 La Vista Dr, Nashville, Tennessee, 37215",0,1,1
210 Pensington Pk,0,1,1
"210 W Due West Ave, Nashville, TN 37115, United States",0,1,1
210 walnut hill dr,0,1,1
"2100 20th Ave S, Nashville, TN 37212, United States",200,2,2
"2100 AILEEN DR, 37013",0,1,1
"2100 Aileen Dr, Nashville, TN 37013, United States",0,1,1
"2100 Charlotte Ave, Nashville, TN 37203, United States",0,1,1
"2100 Golf Club Ln, Nashville, TN 37215, United States",0,1,1
2101 14th Ave N,0,1,1
2101 20th ave s,0,1,1
"2101 MCGAVOCK PIKE, 37216",0,1,1
"2101 NATCHEZ TRCE, 37212",0,1,1
"2101 Porter Rd, Nashville, TN 37206, United States",0,1,1
2101 Stratford Ave,200,2,2
2101 golf club ln,400,3,3
2101 lacewood point,0,1,1
2102 15th Ave S,0,1,1
"2102 25th Ave S, Nashville, TN 37212, United States",0,1,1
2102 GOLF CLUB LN,0,1,1
"2102 Hermosa St, Nashville, TN 37208, United States",0,1,1
"2102 W Linden Ave, Nashville, TN 37212, United States",200,2,2
2102 hermosa st,0,1,1
2103 14th ave n,200,2,2
"2103 Eastland Ave, Nashville, TN 37206, United States",0,1,1
2103 eastland ave b,0,1,1
"2104 25th Ave S, Nashville, TN 37212, United States",0,1,1
"2104 Farley Pl, Nashville, TN 37210, United States",0,1,1
"2104 Forge Ridge Cir, Nashville, TN 37217, United States",0,1,1
"2104 Grantland Ave, Nashville, TN 37204, United States",0,1,1
2104 MCKENNIE AVE,0,1,1
"2104 Sanborn Dr, Nashville, TN 37210, United States",0,1,1
2104 thistlewood ave,0,1,1
2105 23rd Ave N,400,3,3
2105 23rd ave n,0,1,1
2105 26th Ave N,0,1,1
"2105 Farmhill Ct, Antioch, Tennessee, 37013",0,1,1
"2105 Farmhill Ct, Nashville, TN 37013, United States",0,1,1
"2105 Golden Oak Ln, Nashville, TN 37115, United States",200,2,2
"2105 Olga Ave, Nashville, TN 37216, United States",0,1,1
"2105 Pinewood Rd, Nashville, TN 37216, United States",0,1,1
"2105 Summitt Ave, Nashville, Tennessee, 37218",0,1,1
2105 W SUMMITT AVE,0,1,1
2105 W Summitt Ave,0,1,1
"2106 AVALON DR, 37216",0,1,1
"2106 Acklen Ave, Nashville, Tennessee, 37212",0,1,1
2106 BUCHANAN ST,0,1,1
"2106 Buchanan St, Nashville, TN 37208, United States",0,1,1
2106 CLIFF DR,0,1,1
2106 Courtney Ave,0,1,1
2106 LYLE CT,0,1,1
2106 RIDGECREST DR,0,1,1
2106 Scovel St,200,2,2
"2106 Scovel St, Nashville, TN, USA",0,1,1
"2107 Jones Cir, Nashville, TN 37207, United States",0,1,1
"2107 Woodmont Blvd, Nashville, TN 37215, United States",400,3,3
2108 12th Ave S,0,1,1
2108 14th Ave N,0,1,1
"2108 Acklen Ave, Nashville, TN 37212, United States",0,1,1
"2108 Golf Club Ln, Nashville, TN 37215, United States",0,1,1
"2108 June Dr, Nashville, TN 37214, United States",0,1,1
"2108 McKennie Ave, Nashville, TN 37206, United States",0,1,1
2108 SADLER AVE,0,1,1
2108 hampton ave,0,1,1
2108 mckennie ave,200,2,2
"2109 11th Ave S, Nashville, TN 37204, United States",0,1,1
"2109 Hamilton Glen Pl, Antioch TN 37013, United States",0,1,1
"2109 Hamilton Glen Pl, Nashville, TN 37013, United States",0,1,1
"2109 Sultana Ave, Nashville, TN 37207, United States",0,1,1
2109 westwood ave,0,1,1
"211 4th Ave, Madison, Tennessee, 37115",0,1,1
"211 Cana Cir, Nashville, TN 37205, United States",0,1,1
"211 Donna Dr, Nashville, TN 37115, United States",0,1,1
"211 Duke St, Nashville, TN 37207, United States",200,2,1
"211 Oriel Ave, Nashville, TN 37210, United States",0,1,1
211 bart dr,0,1,1
"2110 Golf Club Ln, Nashville, TN 37215, United States",0,1,1
2110 W Summitt Ave,0,1,1
2111 11th ave s,0,1,1
"2111 Lyle Ct, Nashville, TN 37210, United States",0,1,1
2111 Scott Ave,0,1,1
2111 Westwood Ave,0,1,1
"2112 AILEEN DR, 37013",0,1,1
"2112 Aileen Dr, Nashville, TN 37013, United States",400,3,3
"2112 Cliff Dr, Nashville, TN 37218, United States",0,1,1
2112 Hampton Ave,0,1,1
"2112 Meharry Blvd, Nashville, TN 37208, United States",600,4,4
"2112 Sharondale Dr, Nashville, TN 37215, United States",0,1,1
"2112 Vine Hill Rd, Nashville, TN 37204, United States",0,1,1
"2113 12th Ave N, Nashville, TN 37208, United States",0,1,1
"2113 Farley Pl, Nashville, TN 37210, United States",0,1,1
"2113 Hamilton Glen Pl, Nashville, TN 37013, United States",0,1,1
"2113 Hampton Ave, Nashville, TN 37215, United States",200,2,2
2113 hamilton glen pl,0,1,1
"2114 Herman St, Nashville, TN 37208, United States",0,1,1
"2114 Vine Hill Rd, Nashville, TN 37204, United States",0,1,1
2114 herman st,0,1,1
"2115 23rd Ave N, Nashville, TN 37208, United States",200,2,2
"2115 24TH AVE N, 37208",0,1,1
"2115 GRANTLAND AVE, 37204",0,1,1
"2115 Grantland Ave, Nashville, TN 37204, United States",0,1,1
"2115 Riverside Dr, Nashville, TN 37216, United States",0,1,1
"2115 Sharondale Dr, Nashville, TN 37215, United States",0,1,1
2115 dearborn dr,0,1,1
"2116 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
2116 Burns St,0,1,1
"2116 Golden Oak Ln, Nashville, TN 37115, United States",0,1,1
"2116 Sunset Pl, Nashville, TN 37212, United States",200,2,2
2116 grantland ave #A,0,1,1
"2117 Buena Vista Pike, Nashville, TN 37218, United States",200,2,2
"2117 Skyglen Trace, Nashville, TN 37013, United States",0,1,4
"2118 Grantland Ave, Nashville, TN 37204, United States",0,1,1
2118 Vine Hill Rd,0,1,1
"2118 Vine Hill Rd, Nashville, TN 37204, United States",0,1,1
2118 W Summitt Ave,0,1,1
"212 Archwood Dr, Madison, TN 37115, United States",0,1,1
"212 Bakertown Rd, Nashville, TN 37013, United States",0,1,1
"212 Barker Rd, Nashville, TN 37214, United States",0,1,1
212 Brevard Ct,0,1,1
212 CEDARCREEK DR,0,1,1
"212 Cana Cir, Nashville, TN 37205, United States",400,3,3
"212 Craighead Ave, Nashville, TN 37205, United States",0,1,1
"212 Craigmeade Dr, Nashville, TN 37214, United States",0,1,1
"212 Craigmeade Dr, Nashville, Tennessee, 37214",0,1,1
"212 Donna Dr, Nashville, TN 37115, United States",0,1,1
"212 FIELDSTONE CT, 37013",0,1,1
"212 Fieldstone Ct, Nashville, TN 37013, United States",0,1,1
212 HODGE CIR,0,1,1
"212 Hodge Cir, Nashville, TN 37218, United States",0,1,1
"212 Holiday Dr, Nashville, TN 37115, United States",200,2,2
"212 Nix Dr, Nashville, TN 37115, United States",0,1,1
"212 Oceola Ave, Nashville, TN 37209, United States",400,3,3
"212 Rader Ct, Nashville, TN 37013, United States",200,2,2
"212 Robin Hill Rd, Nashville, TN 37205, United States",0,1,1
212 Shoemaker Ct,0,1,1
212 Valley Bend Dr,0,1,1
"212 Whorley Dr, Nashville, TN 37217, United States",0,1,1
212 craigmeade dr,0,1,4
212 oceola Ave,200,2,2
212 page rd,0,1,1
212 radnor st,0,1,1
2120 Aileen Dr,600,4,4
"2120 Aileen Dr, Nashville, TN 37013, United States",400,3,3
"2120 Brookview Dr, Nashville, TN 37214, United States",0,1,1
"2120 Dearborn Dr, Nashville, TN 37214, United States",0,1,1
"2120 Harding Pl, Nashville, TN 37215, United States",200,2,6
"2120 Lebanon Pike, Nashville, TN 37210, United States",1200,7,7
"2120 Murfreesboro Pike, Nashville, TN 37217, United States",200,2,2
"2120 Vine Hill Rd, Nashville, TN 37204, United States",0,1,1
2120 harding pl,0,1,1
"2121 12TH AVE S, 37204",0,1,1
"2121 Skyglen Trace, Nashville, TN 37013, United States",0,1,1
"2122 21st Ave S, Nashville, TN 37212, United States",400,3,3
2122 Utopia Ave,600,4,4
2123 11th ave n,0,1,1
2123 Burns St B,0,1,1
"2123 Sharondale Dr, Nashville, TN 37215, United States",0,1,1
"2124 12th Ave N, Nashville, TN 37208, United States",200,2,2
"2124 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
2124 Cliff Dr,0,1,1
"2124 Cliff Dr, Nashville, TN 37218, United States",0,1,1
"2125 Buena Vista Pike, Nashville, TN 37218, United States",0,1,1
"2125 Burns St, Nashville, TN 37216, United States",0,1,1
"2126 12th Ave N, Nashville, TN 37208, United States",0,1,1
"2126 Golf Club Ln, Nashville, TN 37215, United States",0,1,1
"2126 Nashboro Blvd, Nashville, TN 37217, United States",200,2,2
"2127 Bernard Ave, Nashville, TN, USA",0,1,1
2127 Riverside Dr,0,1,1
"2128 Beachfront Ave, Nashville, TN 37013, United States",0,1,1
"2128 Ransom Pl, Nashville, TN 37217, United States",0,1,1
"2129 Blair Blvd, Nashville, TN 37212, United States",0,1,1
213 38th Ave N,200,2,2
"213 38th Ave N, Nashville, TN 37209, United States",0,1,1
213 Archwood Dr,400,3,3
213 Burns Ave,0,1,1
"213 Burns Ave, Nashville, TN 37203, United States",200,2,2
"213 Chestnut Hill Dr, Nashville, Tennessee, 37215",0,1,1
"213 Cliffdale Rd, Nashville, TN 37214, United States",600,4,2
"213 Colemont Dr, Nashville, TN 37013, United States",0,1,1
"213 Dedham Dr, Nashville, TN 37214, United States",0,1,1
"213 E Marthona Rd, Nashville, TN 37115, United States",0,1,1
"213 Flora Maxwell Rd, Nashville, TN 37211, United States",0,1,1
"213 Garner Ave, Nashville, TN 37115, United States",200,2,2
"213 La Vista Dr, Nashville, Tennessee, 37215",200,2,2
"213 Neill Ave, Nashville, TN 37206, United States",0,1,1
213 New Towne Ct,0,1,1
"213 New Towne Ct, Nashville, TN 37013, United States",0,1,1
"213 Payson Ct, Nashville, TN 37211, United States",0,1,1
213 Perlen Dr,200,2,2
"213 Queen Ave, Nashville, TN 37207, United States",0,1,1
"213 Scott Ave, Nashville, TN 37206, United States",0,1,1
